date;hour;dayAheadPrice
2017-07-24;'19 - 20;38,66
2017-07-25;'19 - 20;35,4
2017-07-26;'19 - 20;37,94
2017-07-27;'19 - 20;38,98
2017-07-28;'19 - 20;36,96
2017-07-29;'19 - 20;34,45
2017-07-30;'19 - 20;31,77
2017-07-24;'20 - 21;36,43
2017-07-25;'20 - 21;33,78
2017-07-26;'20 - 21;36,93
2017-07-27;'20 - 21;38,06
2017-07-28;'20 - 21;36,94
2017-07-29;'20 - 21;35,43
2017-07-30;'20 - 21;34,52
2017-07-24;'21 - 22;34,73
2017-07-25;'21 - 22;32,96
2017-07-26;'21 - 22;35,93
2017-07-27;'21 - 22;36,87
2017-07-28;'21 - 22;36,3
2017-07-29;'21 - 22;35,65
2017-07-30;'21 - 22;35,93
2017-07-24;'22 - 23;34,59
2017-07-25;'22 - 23;32,21
2017-07-26;'22 - 23;35,75
2017-07-27;'22 - 23;36,55
2017-07-28;'22 - 23;35,95
2017-07-29;'22 - 23;34,76
2017-07-30;'22 - 23;37,67
2017-07-24;'23 - 24;30,39
2017-07-25;'23 - 24;29,01
2017-07-26;'23 - 24;30,07
2017-07-27;'23 - 24;31,62
2017-07-28;'23 - 24;32,24
2017-07-29;'23 - 24;30,6
2017-07-30;'23 - 24;35,87
2017-07-31;'00 - 01;32,0
2017-08-01;'00 - 01;30,57
2017-08-02;'00 - 01;27,62
2017-08-03;'00 - 01;28,1
2017-08-04;'00 - 01;25,16
2017-08-05;'00 - 01;24,97
2017-08-06;'00 - 01;25,73
2017-07-31;'01 - 02;26,55
2017-08-01;'01 - 02;28,01
2017-08-02;'01 - 02;26,59
2017-08-03;'01 - 02;26,47
2017-08-04;'01 - 02;22,7
2017-08-05;'01 - 02;24,97
2017-08-06;'01 - 02;20,57
2017-07-31;'02 - 03;26,11
2017-08-01;'02 - 03;27,3
2017-08-02;'02 - 03;26,2
2017-08-03;'02 - 03;24,76
2017-08-04;'02 - 03;21,3
2017-08-05;'02 - 03;25,05
2017-08-06;'02 - 03;18,03
2017-07-31;'03 - 04;24,65
2017-08-01;'03 - 04;26,79
2017-08-02;'03 - 04;25,09
2017-08-03;'03 - 04;23,36
2017-08-04;'03 - 04;19,03
2017-08-05;'03 - 04;24,02
2017-08-06;'03 - 04;16,59
2017-07-31;'04 - 05;24,64
2017-08-01;'04 - 05;26,81
2017-08-02;'04 - 05;25,78
2017-08-03;'04 - 05;23,39
2017-08-04;'04 - 05;18,95
2017-08-05;'04 - 05;23,1
2017-08-06;'04 - 05;13,69
2017-07-31;'05 - 06;26,57
2017-08-01;'05 - 06;27,54
2017-08-02;'05 - 06;27,25
2017-08-03;'05 - 06;25,08
2017-08-04;'05 - 06;21,48
2017-08-05;'05 - 06;24,74
2017-08-06;'05 - 06;10,87
2017-07-31;'06 - 07;32,15
2017-08-01;'06 - 07;32,66
2017-08-02;'06 - 07;30,26
2017-08-03;'06 - 07;28,58
2017-08-04;'06 - 07;30,5
2017-08-05;'06 - 07;24,17
2017-08-06;'06 - 07;10,75
2017-07-31;'07 - 08;36,92
2017-08-01;'07 - 08;37,0
2017-08-02;'07 - 08;35,05
2017-08-03;'07 - 08;34,94
2017-08-04;'07 - 08;34,99
2017-08-05;'07 - 08;27,68
2017-08-06;'07 - 08;12,6
2017-07-31;'08 - 09;36,92
2017-08-01;'08 - 09;38,94
2017-08-02;'08 - 09;36,57
2017-08-03;'08 - 09;35,98
2017-08-04;'08 - 09;35,02
2017-08-05;'08 - 09;31,0
2017-08-06;'08 - 09;16,32
2017-07-31;'09 - 10;35,45
2017-08-01;'09 - 10;38,09
2017-08-02;'09 - 10;36,47
2017-08-03;'09 - 10;35,98
2017-08-04;'09 - 10;33,59
2017-08-05;'09 - 10;32,82
2017-08-06;'09 - 10;18,0
2017-07-31;'10 - 11;33,29
2017-08-01;'10 - 11;37,9
2017-08-02;'10 - 11;35,96
2017-08-03;'10 - 11;35,89
2017-08-04;'10 - 11;28,42
2017-08-05;'10 - 11;31,88
2017-08-06;'10 - 11;10,46
2017-07-31;'11 - 12;33,89
2017-08-01;'11 - 12;37,08
2017-08-02;'11 - 12;35,14
2017-08-03;'11 - 12;34,72
2017-08-04;'11 - 12;21,62
2017-08-05;'11 - 12;27,21
2017-08-06;'11 - 12;13,33
2017-07-31;'12 - 13;29,03
2017-08-01;'12 - 13;36,45
2017-08-02;'12 - 13;33,07
2017-08-03;'12 - 13;30,57
2017-08-04;'12 - 13;17,05
2017-08-05;'12 - 13;25,06
2017-08-06;'12 - 13;14,13
2017-07-31;'13 - 14;28,07
2017-08-01;'13 - 14;35,93
2017-08-02;'13 - 14;29,9
2017-08-03;'13 - 14;27,13
2017-08-04;'13 - 14;10,35
2017-08-05;'13 - 14;23,37
2017-08-06;'13 - 14;10,83
2017-07-31;'14 - 15;28,02
2017-08-01;'14 - 15;35,91
2017-08-02;'14 - 15;30,07
2017-08-03;'14 - 15;22,03
2017-08-04;'14 - 15;9,58
2017-08-05;'14 - 15;23,43
2017-08-06;'14 - 15;10,41
2017-07-31;'15 - 16;28,71
2017-08-01;'15 - 16;36,0
2017-08-02;'15 - 16;31,69
2017-08-03;'15 - 16;20,28
2017-08-04;'15 - 16;10,36
2017-08-05;'15 - 16;24,55
2017-08-06;'15 - 16;10,32
2017-07-31;'16 - 17;30,05
2017-08-01;'16 - 17;36,61
2017-08-02;'16 - 17;34,9
2017-08-03;'16 - 17;18,09
2017-08-04;'16 - 17;10,32
2017-08-05;'16 - 17;25,33
2017-08-06;'16 - 17;13,01
2017-07-31;'17 - 18;35,51
2017-08-01;'17 - 18;38,47
2017-08-02;'17 - 18;35,99
2017-08-03;'17 - 18;23,99
2017-08-04;'17 - 18;20,04
2017-08-05;'17 - 18;27,98
2017-08-06;'17 - 18;19,57
2017-07-31;'18 - 19;37,91
2017-08-01;'18 - 19;40,94
2017-08-02;'18 - 19;39,23
2017-08-03;'18 - 19;26,82
2017-08-04;'18 - 19;28,46
2017-08-05;'18 - 19;32,09
2017-08-06;'18 - 19;28,66
2017-07-31;'19 - 20;38,9
2017-08-01;'19 - 20;41,06
2017-08-02;'19 - 20;40,94
2017-08-03;'19 - 20;29,76
2017-08-04;'19 - 20;35,01
2017-08-05;'19 - 20;33,96
2017-08-06;'19 - 20;32,94
2017-07-31;'20 - 21;38,9
2017-08-01;'20 - 21;38,96
2017-08-02;'20 - 21;39,27
2017-08-03;'20 - 21;30,76
2017-08-04;'20 - 21;34,48
2017-08-05;'20 - 21;33,63
2017-08-06;'20 - 21;34,95
2017-07-31;'21 - 22;38,07
2017-08-01;'21 - 22;37,04
2017-08-02;'21 - 22;38,15
2017-08-03;'21 - 22;31,85
2017-08-04;'21 - 22;34,93
2017-08-05;'21 - 22;33,8
2017-08-06;'21 - 22;36,05
2017-07-31;'22 - 23;37,84
2017-08-01;'22 - 23;35,94
2017-08-02;'22 - 23;37,53
2017-08-03;'22 - 23;29,69
2017-08-04;'22 - 23;34,96
2017-08-05;'22 - 23;34,3
2017-08-06;'22 - 23;36,07
2017-07-31;'23 - 24;32,91
2017-08-01;'23 - 24;31,69
2017-08-02;'23 - 24;34,46
2017-08-03;'23 - 24;25,52
2017-08-04;'23 - 24;31,06
2017-08-05;'23 - 24;32,74
2017-08-06;'23 - 24;34,94
2017-08-07;'00 - 01;31,1
2017-08-08;'00 - 01;28,09
2017-08-09;'00 - 01;25,0
2017-08-10;'00 - 01;29,91
2017-08-11;'00 - 01;28,99
2017-08-12;'00 - 01;25,63
2017-08-13;'00 - 01;15,74
2017-08-07;'01 - 02;28,0
2017-08-08;'01 - 02;26,86
2017-08-09;'01 - 02;23,63
2017-08-10;'01 - 02;28,24
2017-08-11;'01 - 02;28,13
2017-08-12;'01 - 02;23,05
2017-08-13;'01 - 02;15,42
2017-08-07;'02 - 03;26,11
2017-08-08;'02 - 03;25,34
2017-08-09;'02 - 03;21,13
2017-08-10;'02 - 03;27,79
2017-08-11;'02 - 03;27,03
2017-08-12;'02 - 03;20,72
2017-08-13;'02 - 03;12,93
2017-08-07;'03 - 04;24,8
2017-08-08;'03 - 04;24,59
2017-08-09;'03 - 04;19,08
2017-08-10;'03 - 04;26,6
2017-08-11;'03 - 04;26,29
2017-08-12;'03 - 04;20,06
2017-08-13;'03 - 04;11,64
2017-08-07;'04 - 05;25,47
2017-08-08;'04 - 05;24,64
2017-08-09;'04 - 05;19,09
2017-08-10;'04 - 05;26,02
2017-08-11;'04 - 05;26,12
2017-08-12;'04 - 05;18,85
2017-08-13;'04 - 05;13,34
2017-08-07;'05 - 06;28,28
2017-08-08;'05 - 06;26,96
2017-08-09;'05 - 06;24,57
2017-08-10;'05 - 06;28,44
2017-08-11;'05 - 06;28,11
2017-08-12;'05 - 06;17,03
2017-08-13;'05 - 06;11,95
2017-08-07;'06 - 07;35,18
2017-08-08;'06 - 07;31,0
2017-08-09;'06 - 07;27,8
2017-08-10;'06 - 07;33,81
2017-08-11;'06 - 07;31,79
2017-08-12;'06 - 07;19,59
2017-08-13;'06 - 07;11,77
2017-08-07;'07 - 08;37,93
2017-08-08;'07 - 08;35,0
2017-08-09;'07 - 08;31,57
2017-08-10;'07 - 08;36,81
2017-08-11;'07 - 08;40,75
2017-08-12;'07 - 08;20,91
2017-08-13;'07 - 08;16,07
2017-08-07;'08 - 09;37,85
2017-08-08;'08 - 09;36,51
2017-08-09;'08 - 09;34,85
2017-08-10;'08 - 09;40,88
2017-08-11;'08 - 09;46,98
2017-08-12;'08 - 09;24,37
2017-08-13;'08 - 09;19,0
2017-08-07;'09 - 10;36,42
2017-08-08;'09 - 10;37,06
2017-08-09;'09 - 10;33,15
2017-08-10;'09 - 10;41,95
2017-08-11;'09 - 10;49,68
2017-08-12;'09 - 10;25,84
2017-08-13;'09 - 10;21,02
2017-08-07;'10 - 11;34,08
2017-08-08;'10 - 11;36,2
2017-08-09;'10 - 11;31,49
2017-08-10;'10 - 11;41,95
2017-08-11;'10 - 11;51,18
2017-08-12;'10 - 11;25,36
2017-08-13;'10 - 11;19,69
2017-08-07;'11 - 12;33,14
2017-08-08;'11 - 12;36,38
2017-08-09;'11 - 12;31,34
2017-08-10;'11 - 12;41,93
2017-08-11;'11 - 12;61,36
2017-08-12;'11 - 12;25,5
2017-08-13;'11 - 12;21,09
2017-08-07;'12 - 13;29,03
2017-08-08;'12 - 13;34,74
2017-08-09;'12 - 13;27,74
2017-08-10;'12 - 13;41,63
2017-08-11;'12 - 13;52,65
2017-08-12;'12 - 13;24,49
2017-08-13;'12 - 13;19,33
2017-08-07;'13 - 14;26,87
2017-08-08;'13 - 14;31,51
2017-08-09;'13 - 14;26,56
2017-08-10;'13 - 14;40,95
2017-08-11;'13 - 14;46,8
2017-08-12;'13 - 14;19,01
2017-08-13;'13 - 14;16,07
2017-08-07;'14 - 15;27,47
2017-08-08;'14 - 15;29,56
2017-08-09;'14 - 15;27,75
2017-08-10;'14 - 15;39,2
2017-08-11;'14 - 15;39,09
2017-08-12;'14 - 15;15,23
2017-08-13;'14 - 15;13,24
2017-08-07;'15 - 16;29,04
2017-08-08;'15 - 16;30,95
2017-08-09;'15 - 16;29,96
2017-08-10;'15 - 16;37,88
2017-08-11;'15 - 16;39,01
2017-08-12;'15 - 16;16,41
2017-08-13;'15 - 16;11,8
2017-08-07;'16 - 17;32,65
2017-08-08;'16 - 17;31,33
2017-08-09;'16 - 17;31,25
2017-08-10;'16 - 17;36,24
2017-08-11;'16 - 17;36,88
2017-08-12;'16 - 17;15,99
2017-08-13;'16 - 17;10,8
2017-08-07;'17 - 18;36,95
2017-08-08;'17 - 18;32,36
2017-08-09;'17 - 18;34,92
2017-08-10;'17 - 18;37,05
2017-08-11;'17 - 18;37,42
2017-08-12;'17 - 18;18,77
2017-08-13;'17 - 18;21,89
2017-08-07;'18 - 19;42,16
2017-08-08;'18 - 19;33,9
2017-08-09;'18 - 19;35,96
2017-08-10;'18 - 19;38,0
2017-08-11;'18 - 19;38,08
2017-08-12;'18 - 19;24,81
2017-08-13;'18 - 19;28,39
2017-08-07;'19 - 20;45,11
2017-08-08;'19 - 20;33,91
2017-08-09;'19 - 20;40,1
2017-08-10;'19 - 20;39,61
2017-08-11;'19 - 20;36,21
2017-08-12;'19 - 20;25,44
2017-08-13;'19 - 20;33,0
2017-08-07;'20 - 21;44,9
2017-08-08;'20 - 21;33,03
2017-08-09;'20 - 21;38,33
2017-08-10;'20 - 21;35,99
2017-08-11;'20 - 21;34,32
2017-08-12;'20 - 21;25,67
2017-08-13;'20 - 21;34,98
2017-08-07;'21 - 22;39,94
2017-08-08;'21 - 22;32,07
2017-08-09;'21 - 22;39,42
2017-08-10;'21 - 22;35,56
2017-08-11;'21 - 22;34,61
2017-08-12;'21 - 22;25,54
2017-08-13;'21 - 22;36,47
2017-08-07;'22 - 23;35,92
2017-08-08;'22 - 23;31,06
2017-08-09;'22 - 23;37,35
2017-08-10;'22 - 23;34,78
2017-08-11;'22 - 23;33,36
2017-08-12;'22 - 23;24,02
2017-08-13;'22 - 23;35,8
2017-08-07;'23 - 24;29,94
2017-08-08;'23 - 24;27,97
2017-08-09;'23 - 24;34,51
2017-08-10;'23 - 24;30,97
2017-08-11;'23 - 24;30,71
2017-08-12;'23 - 24;17,93
2017-08-13;'23 - 24;32,0
2017-08-14;'00 - 01;28,69
2017-08-15;'00 - 01;23,9
2017-08-16;'00 - 01;28,93
2017-08-17;'00 - 01;29,82
2017-08-18;'00 - 01;29,21
2017-08-19;'00 - 01;22,22
2017-08-20;'00 - 01;10,84
2017-08-14;'01 - 02;26,37
2017-08-15;'01 - 02;23,05
2017-08-16;'01 - 02;27,99
2017-08-17;'01 - 02;28,44
2017-08-18;'01 - 02;28,29
2017-08-19;'01 - 02;22,01
2017-08-20;'01 - 02;10,1
2017-08-14;'02 - 03;25,24
2017-08-15;'02 - 03;22,07
2017-08-16;'02 - 03;27,11
2017-08-17;'02 - 03;26,96
2017-08-18;'02 - 03;27,28
2017-08-19;'02 - 03;13,11
2017-08-20;'02 - 03;9,77
2017-08-14;'03 - 04;25,17
2017-08-15;'03 - 04;19,3
2017-08-16;'03 - 04;26,79
2017-08-17;'03 - 04;26,83
2017-08-18;'03 - 04;26,35
2017-08-19;'03 - 04;10,93
2017-08-20;'03 - 04;9,01
2017-08-14;'04 - 05;25,28
2017-08-15;'04 - 05;19,25
2017-08-16;'04 - 05;27,64
2017-08-17;'04 - 05;26,96
2017-08-18;'04 - 05;27,7
2017-08-19;'04 - 05;10,47
2017-08-20;'04 - 05;5,18
2017-08-14;'05 - 06;27,64
2017-08-15;'05 - 06;21,47
2017-08-16;'05 - 06;28,72
2017-08-17;'05 - 06;28,57
2017-08-18;'05 - 06;28,61
2017-08-19;'05 - 06;10,93
2017-08-20;'05 - 06;8,51
2017-08-14;'06 - 07;32,9
2017-08-15;'06 - 07;26,23
2017-08-16;'06 - 07;34,98
2017-08-17;'06 - 07;33,94
2017-08-18;'06 - 07;33,63
2017-08-19;'06 - 07;11,0
2017-08-20;'06 - 07;8,17
2017-08-14;'07 - 08;37,9
2017-08-15;'07 - 08;26,96
2017-08-16;'07 - 08;37,61
2017-08-17;'07 - 08;36,9
2017-08-18;'07 - 08;38,48
2017-08-19;'07 - 08;15,93
2017-08-20;'07 - 08;5,06
2017-08-14;'08 - 09;38,44
2017-08-15;'08 - 09;27,96
2017-08-16;'08 - 09;42,0
2017-08-17;'08 - 09;40,14
2017-08-18;'08 - 09;42,25
2017-08-19;'08 - 09;20,74
2017-08-20;'08 - 09;9,65
2017-08-14;'09 - 10;36,64
2017-08-15;'09 - 10;26,84
2017-08-16;'09 - 10;41,91
2017-08-17;'09 - 10;39,24
2017-08-18;'09 - 10;38,88
2017-08-19;'09 - 10;18,96
2017-08-20;'09 - 10;5,59
2017-08-14;'10 - 11;35,04
2017-08-15;'10 - 11;26,08
2017-08-16;'10 - 11;40,92
2017-08-17;'10 - 11;36,47
2017-08-18;'10 - 11;36,1
2017-08-19;'10 - 11;14,62
2017-08-20;'10 - 11;2,66
2017-08-14;'11 - 12;34,96
2017-08-15;'11 - 12;26,69
2017-08-16;'11 - 12;40,91
2017-08-17;'11 - 12;36,02
2017-08-18;'11 - 12;36,85
2017-08-19;'11 - 12;12,42
2017-08-20;'11 - 12;2,1
2017-08-14;'12 - 13;33,4
2017-08-15;'12 - 13;25,38
2017-08-16;'12 - 13;38,44
2017-08-17;'12 - 13;33,39
2017-08-18;'12 - 13;36,29
2017-08-19;'12 - 13;7,13
2017-08-20;'12 - 13;-0,01
2017-08-14;'13 - 14;31,93
2017-08-15;'13 - 14;23,07
2017-08-16;'13 - 14;36,07
2017-08-17;'13 - 14;31,64
2017-08-18;'13 - 14;33,17
2017-08-19;'13 - 14;-0,07
2017-08-20;'13 - 14;-14,35
2017-08-14;'14 - 15;31,87
2017-08-15;'14 - 15;21,26
2017-08-16;'14 - 15;35,56
2017-08-17;'14 - 15;30,0
2017-08-18;'14 - 15;31,1
2017-08-19;'14 - 15;-4,0
2017-08-20;'14 - 15;-12,93
2017-08-14;'15 - 16;33,0
2017-08-15;'15 - 16;25,18
2017-08-16;'15 - 16;34,31
2017-08-17;'15 - 16;30,19
2017-08-18;'15 - 16;31,56
2017-08-19;'15 - 16;-0,22
2017-08-20;'15 - 16;-6,37
2017-08-14;'16 - 17;34,87
2017-08-15;'16 - 17;26,08
2017-08-16;'16 - 17;36,27
2017-08-17;'16 - 17;31,68
2017-08-18;'16 - 17;32,4
2017-08-19;'16 - 17;8,16
2017-08-20;'16 - 17;-3,57
2017-08-14;'17 - 18;37,07
2017-08-15;'17 - 18;31,34
2017-08-16;'17 - 18;39,94
2017-08-17;'17 - 18;35,32
2017-08-18;'17 - 18;35,71
2017-08-19;'17 - 18;11,33
2017-08-20;'17 - 18;7,53
2017-08-14;'18 - 19;39,64
2017-08-15;'18 - 19;35,24
2017-08-16;'18 - 19;41,93
2017-08-17;'18 - 19;37,42
2017-08-18;'18 - 19;37,43
2017-08-19;'18 - 19;22,03
2017-08-20;'18 - 19;14,13
2017-08-14;'19 - 20;41,96
2017-08-15;'19 - 20;35,3
2017-08-16;'19 - 20;43,15
2017-08-17;'19 - 20;38,97
2017-08-18;'19 - 20;38,7
2017-08-19;'19 - 20;26,63
2017-08-20;'19 - 20;26,5
2017-08-14;'20 - 21;38,39
2017-08-15;'20 - 21;35,36
2017-08-16;'20 - 21;41,95
2017-08-17;'20 - 21;38,35
2017-08-18;'20 - 21;36,99
2017-08-19;'20 - 21;26,63
2017-08-20;'20 - 21;28,5
2017-08-14;'21 - 22;37,76
2017-08-15;'21 - 22;34,95
2017-08-16;'21 - 22;40,1
2017-08-17;'21 - 22;37,62
2017-08-18;'21 - 22;37,02
2017-08-19;'21 - 22;27,0
2017-08-20;'21 - 22;30,57
2017-08-14;'22 - 23;32,96
2017-08-15;'22 - 23;29,04
2017-08-16;'22 - 23;36,02
2017-08-17;'22 - 23;36,87
2017-08-18;'22 - 23;34,95
2017-08-19;'22 - 23;25,33
2017-08-20;'22 - 23;29,06
2017-08-14;'23 - 24;26,82
2017-08-15;'23 - 24;27,1
2017-08-16;'23 - 24;32,0
2017-08-17;'23 - 24;31,7
2017-08-18;'23 - 24;29,45
2017-08-19;'23 - 24;20,05
2017-08-20;'23 - 24;23,18
2017-08-21;'00 - 01;19,55
2017-08-22;'00 - 01;32,77
2017-08-23;'00 - 01;30,97
2017-08-24;'00 - 01;29,99
2017-08-25;'00 - 01;33,43
2017-08-26;'00 - 01;34,75
2017-08-27;'00 - 01;34,95
2017-08-21;'01 - 02;12,34
2017-08-22;'01 - 02;30,0
2017-08-23;'01 - 02;30,93
2017-08-24;'01 - 02;29,48
2017-08-25;'01 - 02;31,31
2017-08-26;'01 - 02;32,21
2017-08-27;'01 - 02;31,88
2017-08-21;'02 - 03;10,96
2017-08-22;'02 - 03;29,53
2017-08-23;'02 - 03;29,63
2017-08-24;'02 - 03;28,1
2017-08-25;'02 - 03;30,13
2017-08-26;'02 - 03;31,38
2017-08-27;'02 - 03;30,01
2017-08-21;'03 - 04;9,74
2017-08-22;'03 - 04;27,9
2017-08-23;'03 - 04;28,4
2017-08-24;'03 - 04;27,73
2017-08-25;'03 - 04;29,51
2017-08-26;'03 - 04;30,89
2017-08-27;'03 - 04;28,71
2017-08-21;'04 - 05;9,96
2017-08-22;'04 - 05;27,78
2017-08-23;'04 - 05;28,06
2017-08-24;'04 - 05;28,0
2017-08-25;'04 - 05;29,94
2017-08-26;'04 - 05;30,61
2017-08-27;'04 - 05;29,32
2017-08-21;'05 - 06;20,34
2017-08-22;'05 - 06;31,78
2017-08-23;'05 - 06;29,76
2017-08-24;'05 - 06;30,27
2017-08-25;'05 - 06;32,28
2017-08-26;'05 - 06;30,29
2017-08-27;'05 - 06;28,82
2017-08-21;'06 - 07;29,93
2017-08-22;'06 - 07;37,71
2017-08-23;'06 - 07;36,93
2017-08-24;'06 - 07;36,45
2017-08-25;'06 - 07;38,05
2017-08-26;'06 - 07;30,47
2017-08-27;'06 - 07;29,67
2017-08-21;'07 - 08;35,17
2017-08-22;'07 - 08;42,24
2017-08-23;'07 - 08;40,92
2017-08-24;'07 - 08;39,42
2017-08-25;'07 - 08;42,97
2017-08-26;'07 - 08;31,04
2017-08-27;'07 - 08;28,46
2017-08-21;'08 - 09;36,8
2017-08-22;'08 - 09;42,42
2017-08-23;'08 - 09;43,36
2017-08-24;'08 - 09;42,14
2017-08-25;'08 - 09;44,9
2017-08-26;'08 - 09;34,82
2017-08-27;'08 - 09;29,44
2017-08-21;'09 - 10;35,54
2017-08-22;'09 - 10;39,99
2017-08-23;'09 - 10;40,72
2017-08-24;'09 - 10;42,09
2017-08-25;'09 - 10;44,67
2017-08-26;'09 - 10;35,96
2017-08-27;'09 - 10;26,04
2017-08-21;'10 - 11;33,77
2017-08-22;'10 - 11;37,76
2017-08-23;'10 - 11;38,24
2017-08-24;'10 - 11;40,7
2017-08-25;'10 - 11;41,77
2017-08-26;'10 - 11;35,65
2017-08-27;'10 - 11;22,18
2017-08-21;'11 - 12;31,16
2017-08-22;'11 - 12;36,91
2017-08-23;'11 - 12;37,5
2017-08-24;'11 - 12;39,94
2017-08-25;'11 - 12;39,87
2017-08-26;'11 - 12;34,99
2017-08-27;'11 - 12;22,06
2017-08-21;'12 - 13;30,96
2017-08-22;'12 - 13;35,57
2017-08-23;'12 - 13;36,25
2017-08-24;'12 - 13;32,38
2017-08-25;'12 - 13;37,92
2017-08-26;'12 - 13;31,52
2017-08-27;'12 - 13;20,74
2017-08-21;'13 - 14;29,62
2017-08-22;'13 - 14;35,36
2017-08-23;'13 - 14;34,0
2017-08-24;'13 - 14;29,63
2017-08-25;'13 - 14;34,98
2017-08-26;'13 - 14;30,78
2017-08-27;'13 - 14;25,42
2017-08-21;'14 - 15;27,93
2017-08-22;'14 - 15;35,08
2017-08-23;'14 - 15;32,5
2017-08-24;'14 - 15;29,69
2017-08-25;'14 - 15;33,09
2017-08-26;'14 - 15;30,23
2017-08-27;'14 - 15;23,89
2017-08-21;'15 - 16;29,87
2017-08-22;'15 - 16;36,06
2017-08-23;'15 - 16;34,1
2017-08-24;'15 - 16;29,8
2017-08-25;'15 - 16;33,99
2017-08-26;'15 - 16;31,92
2017-08-27;'15 - 16;27,0
2017-08-21;'16 - 17;32,06
2017-08-22;'16 - 17;37,39
2017-08-23;'16 - 17;37,06
2017-08-24;'16 - 17;31,76
2017-08-25;'16 - 17;36,04
2017-08-26;'16 - 17;32,17
2017-08-27;'16 - 17;28,74
2017-08-21;'17 - 18;34,71
2017-08-22;'17 - 18;42,02
2017-08-23;'17 - 18;40,24
2017-08-24;'17 - 18;39,7
2017-08-25;'17 - 18;40,41
2017-08-26;'17 - 18;36,82
2017-08-27;'17 - 18;30,63
2017-08-21;'18 - 19;39,8
2017-08-22;'18 - 19;44,71
2017-08-23;'18 - 19;45,94
2017-08-24;'18 - 19;42,75
2017-08-25;'18 - 19;43,98
2017-08-26;'18 - 19;39,67
2017-08-27;'18 - 19;35,2
2017-08-21;'19 - 20;41,86
2017-08-22;'19 - 20;48,17
2017-08-23;'19 - 20;48,05
2017-08-24;'19 - 20;44,89
2017-08-25;'19 - 20;45,7
2017-08-26;'19 - 20;42,0
2017-08-27;'19 - 20;38,96
2017-08-21;'20 - 21;41,01
2017-08-22;'20 - 21;45,07
2017-08-23;'20 - 21;44,9
2017-08-24;'20 - 21;44,55
2017-08-25;'20 - 21;45,4
2017-08-26;'20 - 21;42,38
2017-08-27;'20 - 21;42,21
2017-08-21;'21 - 22;40,31
2017-08-22;'21 - 22;43,38
2017-08-23;'21 - 22;41,92
2017-08-24;'21 - 22;42,91
2017-08-25;'21 - 22;42,91
2017-08-26;'21 - 22;39,97
2017-08-27;'21 - 22;42,43
2017-08-21;'22 - 23;37,71
2017-08-22;'22 - 23;38,81
2017-08-23;'22 - 23;35,96
2017-08-24;'22 - 23;39,22
2017-08-25;'22 - 23;39,7
2017-08-26;'22 - 23;38,44
2017-08-27;'22 - 23;38,0
2017-08-21;'23 - 24;32,0
2017-08-22;'23 - 24;34,85
2017-08-23;'23 - 24;31,29
2017-08-24;'23 - 24;33,96
2017-08-25;'23 - 24;35,43
2017-08-26;'23 - 24;34,9
2017-08-27;'23 - 24;35,98
2017-08-28;'00 - 01;33,54
2017-08-29;'00 - 01;30,86
2017-08-30;'00 - 01;32,98
2017-08-31;'00 - 01;31,0
2017-09-01;'00 - 01;33,09
2017-09-02;'00 - 01;32,22
2017-09-03;'00 - 01;32,85
2017-08-28;'01 - 02;30,94
2017-08-29;'01 - 02;30,2
2017-08-30;'01 - 02;30,26
2017-08-31;'01 - 02;29,97
2017-09-01;'01 - 02;31,07
2017-09-02;'01 - 02;31,73
2017-09-03;'01 - 02;27,84
2017-08-28;'02 - 03;30,64
2017-08-29;'02 - 03;29,96
2017-08-30;'02 - 03;29,83
2017-08-31;'02 - 03;29,75
2017-09-01;'02 - 03;29,89
2017-09-02;'02 - 03;30,06
2017-09-03;'02 - 03;29,8
2017-08-28;'03 - 04;30,4
2017-08-29;'03 - 04;29,31
2017-08-30;'03 - 04;29,56
2017-08-31;'03 - 04;28,83
2017-09-01;'03 - 04;29,64
2017-09-02;'03 - 04;29,64
2017-09-03;'03 - 04;28,12
2017-08-28;'04 - 05;30,42
2017-08-29;'04 - 05;29,38
2017-08-30;'04 - 05;29,6
2017-08-31;'04 - 05;28,89
2017-09-01;'04 - 05;29,65
2017-09-02;'04 - 05;29,48
2017-09-03;'04 - 05;27,6
2017-08-28;'05 - 06;31,99
2017-08-29;'05 - 06;30,77
2017-08-30;'05 - 06;30,82
2017-08-31;'05 - 06;30,06
2017-09-01;'05 - 06;31,71
2017-09-02;'05 - 06;29,99
2017-09-03;'05 - 06;27,64
2017-08-28;'06 - 07;41,99
2017-08-29;'06 - 07;35,0
2017-08-30;'06 - 07;36,51
2017-08-31;'06 - 07;34,15
2017-09-01;'06 - 07;36,04
2017-09-02;'06 - 07;31,1
2017-09-03;'06 - 07;28,08
2017-08-28;'07 - 08;43,98
2017-08-29;'07 - 08;42,07
2017-08-30;'07 - 08;42,0
2017-08-31;'07 - 08;39,92
2017-09-01;'07 - 08;43,46
2017-09-02;'07 - 08;32,39
2017-09-03;'07 - 08;27,63
2017-08-28;'08 - 09;45,56
2017-08-29;'08 - 09;45,54
2017-08-30;'08 - 09;44,43
2017-08-31;'08 - 09;43,28
2017-09-01;'08 - 09;45,83
2017-09-02;'08 - 09;35,1
2017-09-03;'08 - 09;29,45
2017-08-28;'09 - 10;44,97
2017-08-29;'09 - 10;42,99
2017-08-30;'09 - 10;43,97
2017-08-31;'09 - 10;44,92
2017-09-01;'09 - 10;45,12
2017-09-02;'09 - 10;38,0
