date;hour;day_ahead_price;intraday_price;price_diff;solar_capacity;solar_generation_actual;solar_profile;solar_generation_forecast;solar_forecast_error;wind_capacity;wind_generation_actual;wind_profile;wind_generation_forecast;wind_forecast_error
10.06.2016;'01 - 02;21,57;21,05;0,52;39414;0;0;0;0;46196;6884;0.1491;7718;-834
10.06.2016;'02 - 03;21,03;22,06;-1,03;39414;0;0;0;0;46196;7027;0.1521;8339;-1312
10.06.2016;'03 - 04;19,91;20,69;-0,78;39414;0;0;0;0;46196;7284;0.1577;8883;-1599
10.06.2016;'04 - 05;19,16;19,85;-0,69;39414;4;0.0001;7;-3;46196;7421;0.1606;9315;-1894
10.06.2016;'05 - 06;20,97;23,21;-2,24;39414;352;0.0089;360;-8;46196;7491;0.1621;9648;-2157
10.06.2016;'06 - 07;27,25;35,64;-8,39;39414;2062;0.0523;2050;12;46196;7348;0.1591;10001;-2653
10.06.2016;'07 - 08;33,94;37,59;-3,65;39414;5709;0.1448;5711;-2;46196;7376;0.1597;10434;-3058
10.06.2016;'08 - 09;35,95;37,48;-1,53;39414;10741;0.2725;10669;72;46196;7458;0.1614;10637;-3179
10.06.2016;'09 - 10;30,97;33,51;-2,54;39414;16228;0.4117;15729;499;46196;7372;0.1596;10630;-3258
10.06.2016;'10 - 11;24,68;27,81;-3,13;39414;20808;0.5279;19813;995;46196;7068;0.153;10691;-3623
10.06.2016;'11 - 12;24,47;28,47;-4;39414;23633;0.5996;22531;1102;46196;7026;0.1521;10787;-3761
10.06.2016;'12 - 13;22,52;26,36;-3,84;39414;25260;0.6409;23922;1338;46196;6908;0.1495;10930;-4022
10.06.2016;'13 - 14;21,37;25,8;-4,43;39414;25412;0.6447;23994;1418;46196;6987;0.1512;11083;-4096
10.06.2016;'14 - 15;21,06;24,87;-3,81;39414;24322;0.6171;22677;1645;46196;7203;0.1559;11145;-3942
10.06.2016;'15 - 16;21,8;25,09;-3,29;39414;21913;0.556;20159;1754;46196;7459;0.1615;11179;-3720
10.06.2016;'16 - 17;23,09;24,91;-1,82;39414;17940;0.4552;16631;1309;46196;7297;0.158;10886;-3589
10.06.2016;'17 - 18;26,29;29,87;-3,58;39414;13150;0.3336;12130;1020;46196;6534;0.1414;10242;-3708
10.06.2016;'18 - 19;30,01;33,85;-3,84;39414;8152;0.2068;7267;885;46196;5732;0.1241;9163;-3431
10.06.2016;'19 - 20;32,85;35,25;-2,4;39414;3879;0.0984;3275;604;46196;4458;0.0965;7951;-3493
10.06.2016;'20 - 21;32,06;33,45;-1,39;39414;1195;0.0303;1032;163;46196;3295;0.0713;6963;-3668
10.06.2016;'21 - 22;31,67;34,04;-2,37;39414;84;0.0021;79;5;46196;2878;0.0623;6245;-3367
10.06.2016;'22 - 23;32,86;35,75;-2,89;39414;0;0;0;0;46196;2914;0.0631;5590;-2676
10.06.2016;'23 - 24;29,45;33,03;-3,58;39414;0;0;0;0;46196;2737;0.0592;4965;-2228
11.06.2016;'00 - 01;26,14;25,88;0,26;39414;0;0;0;0;46214;2338;0.0506;2794;-456
11.06.2016;'01 - 02;24,2;24,74;-0,54;39414;0;0;0;0;46214;1977;0.0428;2427;-450
11.06.2016;'02 - 03;23,01;25,52;-2,51;39414;0;0;0;0;46214;1817;0.0393;2123;-306
11.06.2016;'03 - 04;21,57;23,57;-2;39414;0;0;0;0;46214;1856;0.0402;1897;-41
11.06.2016;'04 - 05;21,71;22,74;-1,03;39414;4;0.0001;7;-3;46214;1985;0.0429;1706;279
11.06.2016;'05 - 06;21,25;21,7;-0,45;39414;276;0.007;295;-19;46214;2042;0.0442;1531;511
11.06.2016;'06 - 07;21,82;21,04;0,78;39414;1629;0.0413;1658;-29;46214;1913;0.0414;1325;588
11.06.2016;'07 - 08;22,85;23,42;-0,57;39414;3914;0.0993;4221;-307;46214;1348;0.0292;1074;274
11.06.2016;'08 - 09;26,06;30,07;-4,01;39414;6513;0.1652;7150;-637;46214;1162;0.0252;851;311
11.06.2016;'09 - 10;29,47;31,68;-2,21;39414;9416;0.2389;9894;-478;46214;1042;0.0226;713;329
11.06.2016;'10 - 11;29,46;31,22;-1,76;39414;11994;0.3043;12043;-49;46214;764;0.0165;629;135
11.06.2016;'11 - 12;30,03;28,85;1,18;39414;13733;0.3484;13476;257;46214;582;0.0126;571;11
11.06.2016;'12 - 13;28,49;27,63;0,86;39414;14552;0.3692;14229;323;46214;564;0.0122;552;12
11.06.2016;'13 - 14;25,69;25,95;-0,26;39414;14952;0.3794;14106;846;46214;596;0.0129;547;49
11.06.2016;'14 - 15;23,85;24,37;-0,52;39414;14800;0.3755;13373;1427;46214;661;0.0143;590;71
11.06.2016;'15 - 16;23,8;23,45;0,35;39414;13548;0.3437;12044;1504;46214;789;0.0171;733;56
11.06.2016;'16 - 17;24,06;24,38;-0,32;39414;11603;0.2944;10128;1475;46214;936;0.0203;922;14
11.06.2016;'17 - 18;27,92;25,26;2,66;39414;8636;0.2191;7643;993;46214;1218;0.0264;1149;69
11.06.2016;'18 - 19;30,23;30,29;-0,06;39414;5600;0.1421;4898;702;46214;1672;0.0362;1420;252
11.06.2016;'19 - 20;31,47;32,73;-1,26;39414;2709;0.0687;2401;308;46214;2119;0.0459;1810;309
11.06.2016;'20 - 21;31,85;30,54;1,31;39414;829;0.021;767;62;46214;2392;0.0518;2261;131
11.06.2016;'21 - 22;29,47;30,86;-1,39;39414;66;0.0017;67;-1;46214;2677;0.0579;2736;-59
11.06.2016;'22 - 23;30,94;31,68;-0,74;39414;0;0;0;0;46214;3588;0.0777;3207;381
11.06.2016;'23 - 24;27,73;25,69;2,04;39414;0;0;0;0;46214;4045;0.0875;3439;606
12.06.2016;'00 - 01;22,74;22,76;-0,02;39414;0;0;0;0;46239;4022;0.087;4601;-579
12.06.2016;'01 - 02;18,6;18,85;-0,25;39414;0;0;0;0;46239;4063;0.0878;4571;-508
12.06.2016;'02 - 03;18,58;18,8;-0,22;39414;0;0;0;0;46239;3867;0.0836;4406;-539
12.06.2016;'03 - 04;18,58;18,5;0,08;39414;0;0;0;0;46239;3728;0.0806;4114;-386
12.06.2016;'04 - 05;18,54;17,18;1,36;39414;3;0.0001;7;-4;46239;3380;0.0731;3826;-446
12.06.2016;'05 - 06;17,5;15,95;1,55;39414;249;0.0063;254;-5;46239;3074;0.0665;3508;-434
12.06.2016;'06 - 07;17,58;14,33;3,25;39414;1462;0.0371;1347;115;46239;2700;0.0584;3078;-378
12.06.2016;'07 - 08;19,16;17,86;1,3;39414;3424;0.0869;3200;224;46239;2294;0.0496;2619;-325
12.06.2016;'08 - 09;21,57;23,58;-2,01;39414;5806;0.1473;5196;610;46239;2094;0.0453;2350;-256
12.06.2016;'09 - 10;22,91;25,34;-2,43;39414;8478;0.2151;7166;1312;46239;2240;0.0485;2232;8
12.06.2016;'10 - 11;21,19;20,89;0,3;39414;10971;0.2783;9015;1956;46239;2460;0.0532;2171;289
12.06.2016;'11 - 12;25,3;21,15;4,15;39414;12931;0.3281;10550;2381;46239;2686;0.0581;2178;508
12.06.2016;'12 - 13;22,94;18,52;4,42;39414;14353;0.3642;11744;2609;46239;2982;0.0645;2264;718
12.06.2016;'13 - 14;19,16;12,25;6,91;39414;14576;0.3698;12292;2284;46239;3335;0.0722;2392;943
12.06.2016;'14 - 15;18,53;10,69;7,84;39414;13624;0.3456;12076;1548;46239;3586;0.0776;2509;1077
12.06.2016;'15 - 16;19,07;12,3;6,77;39414;11686;0.2965;11036;650;46239;3701;0.0801;2667;1034
12.06.2016;'16 - 17;21,06;15,54;5,52;39414;9021;0.2289;9147;-126;46239;3547;0.0767;2852;695
12.06.2016;'17 - 18;23,93;21,39;2,54;39414;6613;0.1678;6878;-265;46239;3751;0.0812;3104;647
12.06.2016;'18 - 19;27,52;26,27;1,25;39414;4316;0.1095;4458;-142;46239;3916;0.0847;3446;470
12.06.2016;'19 - 20;29,78;26,59;3,19;39414;2232;0.0566;2291;-59;46239;3881;0.0839;3875;6
12.06.2016;'20 - 21;31,33;26,48;4,85;39414;581;0.0148;698;-117;46239;4013;0.0868;4367;-354
12.06.2016;'21 - 22;29,4;25,73;3,67;39414;37;0.001;51;-14;46239;4185;0.0905;4874;-689
12.06.2016;'22 - 23;29,81;28,12;1,69;39414;0;0;0;0;46239;4821;0.1043;5258;-437
12.06.2016;'23 - 24;23,24;22,41;0,83;39414;0;0;0;0;46239;5003;0.1082;5463;-460
13.06.2016;'00 - 01;21,34;18,47;2,87;39417;0;0;0;0;46263;5055;0.1093;5255;-200
13.06.2016;'01 - 02;19,46;18,54;0,92;39417;0;0;0;0;46263;4764;0.103;5241;-477
13.06.2016;'02 - 03;17,63;17,45;0,18;39417;0;0;0;0;46263;4471;0.0967;5127;-656
13.06.2016;'03 - 04;18,37;16,26;2,11;39417;0;0;0;0;46263;4312;0.0932;4903;-591
13.06.2016;'04 - 05;18,57;16,76;1,81;39417;2;0.0001;3;-1;46263;4197;0.0908;4710;-513
13.06.2016;'05 - 06;21,03;18,53;2,5;39417;186;0.0047;170;16;46263;4354;0.0941;4551;-197
13.06.2016;'06 - 07;27,31;28,98;-1,67;39417;1107;0.0281;1030;77;46263;4174;0.0902;4380;-206
13.06.2016;'07 - 08;33,49;32,2;1,29;39417;2573;0.0652;2580;-7;46263;3791;0.0819;4152;-361
13.06.2016;'08 - 09;37,13;34,23;2,9;39417;4477;0.1136;4288;189;46263;3468;0.075;3916;-448
13.06.2016;'09 - 10;39,91;35,78;4,13;39417;6794;0.1724;6056;738;46263;3752;0.0811;3697;55
13.06.2016;'10 - 11;38,17;37,3;0,87;39417;9366;0.2376;7792;1574;46263;3819;0.0825;3559;260
13.06.2016;'11 - 12;39,09;34,84;4,25;39417;12024;0.3051;9397;2627;46263;3826;0.0827;3557;269
13.06.2016;'12 - 13;34,23;32,66;1,57;39417;14138;0.3587;10656;3482;46263;4059;0.0877;3743;316
13.06.2016;'13 - 14;32,32;29,71;2,61;39417;14885;0.3776;11434;3451;46263;4256;0.092;3966;290
13.06.2016;'14 - 15;31,68;28,69;2,99;39417;13887;0.3523;11747;2140;46263;4680;0.1012;4196;484
13.06.2016;'15 - 16;30,89;29,9;0,99;39417;11996;0.3043;10956;1040;46263;4953;0.1071;4460;493
13.06.2016;'16 - 17;29,38;31;-1,62;39417;9153;0.2322;9102;51;46263;4877;0.1054;4695;182
13.06.2016;'17 - 18;30,45;32,39;-1,94;39417;7282;0.1847;6841;441;46263;5028;0.1087;4792;236
13.06.2016;'18 - 19;31,75;31,44;0,31;39417;5159;0.1309;4477;682;46263;5179;0.112;4838;341
13.06.2016;'19 - 20;32,97;31,84;1,13;39417;2629;0.0667;2309;320;46263;5111;0.1105;4832;279
13.06.2016;'20 - 21;32,58;32,64;-0,06;39417;732;0.0186;711;21;46263;4852;0.1049;4666;186
13.06.2016;'21 - 22;29,98;29,47;0,51;39417;52;0.0014;59;-7;46263;4650;0.1005;4687;-37
13.06.2016;'22 - 23;29,31;32,13;-2,82;39417;0;0;0;0;46263;4647;0.1004;4772;-125
13.06.2016;'23 - 24;26,14;28,58;-2,44;39417;0;0;0;0;46263;4420;0.0955;4782;-362
14.06.2016;'00 - 01;24,82;25,79;-0,97;39419;0;0;0;0;46286;4468;0.0965;5041;-573
14.06.2016;'01 - 02;22,76;22,82;-0,06;39419;0;0;0;0;46286;4303;0.093;4994;-691
14.06.2016;'02 - 03;21,88;22,32;-0,44;39419;0;0;0;0;46286;4053;0.0876;4868;-815
14.06.2016;'03 - 04;21,64;19,14;2,5;39419;0;0;0;0;46286;3808;0.0822;4664;-856
14.06.2016;'04 - 05;22,04;21,39;0,65;39419;2;0.0001;5;-3;46286;3518;0.076;4462;-944
14.06.2016;'05 - 06;23;22,88;0,12;39419;222;0.0057;230;-8;46286;3390;0.0732;4256;-866
14.06.2016;'06 - 07;27,4;30,28;-2,88;39419;1393;0.0354;1272;121;46286;3163;0.0684;4000;-837
14.06.2016;'07 - 08;35,29;38,85;-3,56;39419;3281;0.0832;3047;234;46286;2943;0.0636;3763;-820
14.06.2016;'08 - 09;38,39;40,08;-1,69;39419;5829;0.1479;5110;719;46286;2700;0.0583;3514;-814
14.06.2016;'09 - 10;38,44;39,54;-1,1;39419;8935;0.2267;7347;1588;46286;2529;0.0546;3202;-673
14.06.2016;'10 - 11;37,25;35,19;2,06;39419;11851;0.3006;9823;2028;46286;2397;0.0518;2927;-530
14.06.2016;'11 - 12;35,83;32,4;3,43;39419;14004;0.3552;12221;1783;46286;2364;0.0511;2746;-382
14.06.2016;'12 - 13;32;32,34;-0,34;39419;15114;0.3834;14186;928;46286;2494;0.0539;2712;-218
14.06.2016;'13 - 14;29,37;32,18;-2,81;39419;16073;0.4077;15205;868;46286;2664;0.0575;2744;-80
14.06.2016;'14 - 15;27,55;30,94;-3,39;39419;15744;0.3994;15181;563;46286;2713;0.0586;2782;-69
14.06.2016;'15 - 16;27,38;27,8;-0,42;39419;13720;0.348;13808;-88;46286;3020;0.0652;2714;306
14.06.2016;'16 - 17;28,64;28,76;-0,12;39419;11278;0.2861;11369;-91;46286;2830;0.0612;2565;265
14.06.2016;'17 - 18;32,51;30,56;1,95;39419;8376;0.2125;8504;-128;46286;2706;0.0585;2324;382
14.06.2016;'18 - 19;35,08;34,79;0,29;39419;5358;0.136;5426;-68;46286;2284;0.0494;1940;344
14.06.2016;'19 - 20;37,5;36,51;0,99;39419;2842;0.0721;2781;61;46286;2176;0.047;1615;561
14.06.2016;'20 - 21;36;33,1;2,9;39419;906;0.023;900;6;46286;1908;0.0412;1573;335
14.06.2016;'21 - 22;32,01;30,04;1,97;39419;76;0.0019;76;0;46286;1983;0.0428;1875;108
14.06.2016;'22 - 23;30,1;28,9;1,2;39419;0;0;0;0;46286;2279;0.0492;2299;-20
14.06.2016;'23 - 24;26,59;26,49;0,1;39419;0;0;0;0;46286;2668;0.0576;2676;-8
15.06.2016;'00 - 01;26,19;23,65;2,54;39427;0;0;0;0;46302;2995;0.0647;2839;156
15.06.2016;'01 - 02;25,34;23,33;2,01;39427;0;0;0;0;46302;2974;0.0642;2915;59
15.06.2016;'02 - 03;24,32;30,74;-6,42;39427;0;0;0;0;46302;2964;0.064;2829;135
15.06.2016;'03 - 04;23,73;24,94;-1,21;39427;0;0;0;0;46302;2762;0.0596;2557;205
15.06.2016;'04 - 05;23,52;21,52;2;39427;3;0.0001;5;-2;46302;2489;0.0538;2280;209
15.06.2016;'05 - 06;25,31;22,94;2,37;39427;228;0.0058;254;-26;46302;2253;0.0486;2001;252
15.06.2016;'06 - 07;28,37;31,95;-3,58;39427;1461;0.037;1452;9;46302;1944;0.042;1716;228
15.06.2016;'07 - 08;35,91;35,19;0,72;39427;3727;0.0945;3544;183;46302;1295;0.028;1470;-175
15.06.2016;'08 - 09;38,79;39,08;-0,29;39427;6543;0.166;6113;430;46302;897;0.0194;1325;-428
15.06.2016;'09 - 10;36,2;36,47;-0,27;39427;9676;0.2454;8995;681;46302;914;0.0197;1308;-394
15.06.2016;'10 - 11;35,91;35,83;0,08;39427;12342;0.313;11768;574;46302;988;0.0213;1337;-349
15.06.2016;'11 - 12;35,51;34,93;0,58;39427;14159;0.3591;14010;149;46302;1314;0.0284;1407;-93
15.06.2016;'12 - 13;30,21;30,12;0,09;39427;14574;0.3696;15487;-913;46302;1798;0.0388;1584;214
15.06.2016;'13 - 14;28,29;30,67;-2,38;39427;14920;0.3784;15974;-1054;46302;2206;0.0476;1783;423
15.06.2016;'14 - 15;27,99;30,48;-2,49;39427;15284;0.3877;15439;-155;46302;2558;0.0552;1972;586
15.06.2016;'15 - 16;27,73;30,65;-2,92;39427;14876;0.3773;13903;973;46302;2916;0.063;2131;785
15.06.2016;'16 - 17;29,12;30,03;-0,91;39427;13119;0.3327;11721;1398;46302;3022;0.0653;2179;843
15.06.2016;'17 - 18;31;29,44;1,56;39427;10283;0.2608;8956;1327;46302;3144;0.0679;2099;1045
15.06.2016;'18 - 19;34,53;33,7;0,83;39427;6463;0.1639;5783;680;46302;2847;0.0615;1895;952
15.06.2016;'19 - 20;36,91;35,48;1,43;39427;3289;0.0834;2948;341;46302;2317;0.05;1654;663
15.06.2016;'20 - 21;35,49;35,64;-0,15;39427;1096;0.0278;972;124;46302;1836;0.0396;1524;312
15.06.2016;'21 - 22;33,25;33,57;-0,32;39427;90;0.0023;76;14;46302;1636;0.0353;1778;-142
15.06.2016;'22 - 23;33,02;37,32;-4,3;39427;0;0;0;0;46302;1856;0.0401;2237;-381
15.06.2016;'23 - 24;27,33;29,2;-1,87;39427;0;0;0;0;46302;2521;0.0544;2688;-167
16.06.2016;'00 - 01;26,46;28,33;-1,87;39430;0;0;0;0;46376;2912;0.0628;3160;-248
16.06.2016;'01 - 02;25,64;26,87;-1,23;39430;0;0;0;0;46376;3036;0.0655;3456;-420
16.06.2016;'02 - 03;24,6;25,69;-1,09;39430;0;0;0;0;46376;3104;0.067;3609;-505
16.06.2016;'03 - 04;23,61;23,98;-0,37;39430;0;0;0;0;46376;3168;0.0683;3516;-348
16.06.2016;'04 - 05;23,99;21,98;2,01;39430;5;0.0001;7;-2;46376;3105;0.067;3265;-160
16.06.2016;'05 - 06;24,95;24,19;0,76;39430;339;0.0086;330;9;46376;2817;0.0608;2823;-6
16.06.2016;'06 - 07;29,84;31,04;-1,2;39430;1841;0.0467;1828;13;46376;2302;0.0496;2211;91
16.06.2016;'07 - 08;37,82;34,64;3,18;39430;4999;0.1268;4927;72;46376;1155;0.0249;1556;-401
16.06.2016;'08 - 09;39,74;35,51;4,23;39430;8774;0.2225;8929;-155;46376;590;0.0127;1124;-534
16.06.2016;'09 - 10;35,43;33,1;2,33;39430;11960;0.3033;12978;-1018;46376;419;0.009;957;-538
16.06.2016;'10 - 11;34,88;34,21;0,67;39430;14598;0.3702;16226;-1628;46376;598;0.0129;913;-315
16.06.2016;'11 - 12;33,76;35,12;-1,36;39430;16319;0.4139;18143;-1824;46376;736;0.0159;961;-225
16.06.2016;'12 - 13;29,71;34,08;-4,37;39430;16198;0.4108;18864;-2666;46376;738;0.0159;1039;-301
16.06.2016;'13 - 14;26,98;33,94;-6,96;39430;14895;0.3778;18567;-3672;46376;701;0.0152;1093;-392
16.06.2016;'14 - 15;27,44;35,14;-7,7;39430;12950;0.3284;17242;-4292;46376;690;0.0149;1070;-380
16.06.2016;'15 - 16;28,47;35,65;-7,18;39430;10966;0.2781;14986;-4020;46376;718;0.0154;977;-259
16.06.2016;'16 - 17;31,75;36,49;-4,74;39430;8592;0.2179;11815;-3223;46376;694;0.015;853;-159
16.06.2016;'17 - 18;33,03;37,52;-4,49;39430;6652;0.1687;8242;-1590;46376;921;0.0198;851;70
16.06.2016;'18 - 19;34,71;36,19;-1,48;39430;4286;0.1087;5023;-737;46376;1083;0.0234;1034;49
16.06.2016;'19 - 20;35,2;36,39;-1,19;39430;2157;0.0547;2600;-443;46376;972;0.021;1367;-395
16.06.2016;'20 - 21;35,28;37,48;-2,2;39430;629;0.016;855;-226;46376;972;0.021;1970;-998
16.06.2016;'21 - 22;33,02;34,04;-1,02;39430;71;0.0018;73;-2;46376;928;0.02;2815;-1887
16.06.2016;'22 - 23;31,05;34,04;-2,99;39430;0;0;0;0;46376;868;0.0187;3743;-2875
16.06.2016;'23 - 24;26,62;28,55;-1,93;39430;0;0;0;0;46376;952;0.0205;4502;-3550
17.06.2016;'00 - 01;25,9;28,22;-2,32;39434;0;0;0;0;46403;1226;0.0264;3245;-2019
17.06.2016;'01 - 02;23,73;26,18;-2,45;39434;0;0;0;0;46403;1606;0.0346;3593;-1987
17.06.2016;'02 - 03;22,16;25,18;-3,02;39434;0;0;0;0;46403;1992;0.043;3939;-1947
17.06.2016;'03 - 04;21,37;22,96;-1,59;39434;0;0;0;0;46403;2484;0.0536;4190;-1706
17.06.2016;'04 - 05;21,72;22,66;-0,94;39434;2;0.0001;1;1;46403;2816;0.0607;4459;-1643
17.06.2016;'05 - 06;22,45;24,64;-2,19;39434;130;0.0033;129;1;46403;3308;0.0713;4788;-1480
17.06.2016;'06 - 07;27,85;31,55;-3,7;39434;899;0.0228;845;54;46403;3913;0.0844;5176;-1263
17.06.2016;'07 - 08;35,3;42,85;-7,55;39434;2284;0.0579;2210;74;46403;4043;0.0871;5551;-1508
17.06.2016;'08 - 09;39,7;47,26;-7,56;39434;3787;0.096;3939;-152;46403;4596;0.099;5989;-1393
17.06.2016;'09 - 10;37,5;44,77;-7,27;39434;5703;0.1446;5926;-223;46403;5152;0.111;6754;-1602
17.06.2016;'10 - 11;34,94;43,47;-8,53;39434;7863;0.1994;8196;-333;46403;5903;0.1272;7697;-1794
17.06.2016;'11 - 12;33,25;43,1;-9,85;39434;9765;0.2476;10626;-861;46403;6810;0.1468;8485;-1675
17.06.2016;'12 - 13;28,81;36,12;-7,31;39434;12211;0.3097;12783;-572;46403;7632;0.1645;9057;-1425
17.06.2016;'13 - 14;24,97;29,82;-4,85;39434;13702;0.3475;14136;-434;46403;8110;0.1748;9501;-1391
17.06.2016;'14 - 15;23,92;26,22;-2,3;39434;14487;0.3674;14518;-31;46403;9093;0.196;9637;-544
17.06.2016;'15 - 16;23,01;22,59;0,42;39434;13642;0.3459;13656;-14;46403;9249;0.1993;9543;-294
17.06.2016;'16 - 17;23,06;21,23;1,83;39434;11884;0.3014;11615;269;46403;9138;0.197;9431;-293
17.06.2016;'17 - 18;26,55;25,66;0,89;39434;9698;0.2459;8775;923;46403;9211;0.1985;9038;173
17.06.2016;'18 - 19;30,72;29,06;1,66;39434;6957;0.1764;5664;1293;46403;8854;0.1908;8267;587
17.06.2016;'19 - 20;32,15;30,51;1,64;39434;3610;0.0915;2934;676;46403;8321;0.1793;7385;936
17.06.2016;'20 - 21;30,59;28,68;1,91;39434;1159;0.0294;994;165;46403;7924;0.1707;6760;1164
17.06.2016;'21 - 22;28,16;27,52;0,64;39434;99;0.0025;83;16;46403;7930;0.1709;6848;1082
17.06.2016;'22 - 23;29,08;27,83;1,25;39434;0;0;0;0;46403;8368;0.1803;7148;1220
17.06.2016;'23 - 24;26,07;24,11;1,96;39434;0;0;0;0;46403;8754;0.1887;7463;1291
18.06.2016;'00 - 01;23,06;19,62;3,44;39434;0;0;0;0;46407;8756;0.1887;7893;863
18.06.2016;'01 - 02;22,45;18,23;4,22;39434;0;0;0;0;46407;8812;0.1899;7745;1067
18.06.2016;'02 - 03;21,02;17,76;3,26;39434;0;0;0;0;46407;8712;0.1877;7478;1234
18.06.2016;'03 - 04;20,09;15,09;5;39434;0;0;0;0;46407;8331;0.1795;7146;1185
18.06.2016;'04 - 05;20,06;14,59;5,47;39434;5;0.0001;7;-2;46407;8149;0.1756;6734;1415
18.06.2016;'05 - 06;18,75;12,47;6,28;39434;353;0.009;377;-24;46407;7738;0.1668;6189;1549
18.06.2016;'06 - 07;20,73;13,55;7,18;39434;1973;0.0501;2039;-66;46407;6799;0.1465;5594;1205
18.06.2016;'07 - 08;22,75;20,21;2,54;39434;5190;0.1316;5325;-135;46407;5916;0.1275;5132;784
18.06.2016;'08 - 09;24,47;27,69;-3,22;39434;9287;0.2356;9416;-129;46407;5639;0.1215;5026;613
18.06.2016;'09 - 10;23;25,1;-2,1;39434;13260;0.3363;13390;-130;46407;6078;0.131;5172;906
18.06.2016;'10 - 11;21,64;22,7;-1,06;39434;16082;0.4078;16434;-352;46407;6466;0.1394;5398;1068
18.06.2016;'11 - 12;21,08;22,94;-1,86;39434;17514;0.4442;18367;-853;46407;7028;0.1514;5590;1438
18.06.2016;'12 - 13;16,04;19,03;-2,99;39434;18162;0.4606;19456;-1294;46407;7201;0.1552;5666;1535
18.06.2016;'13 - 14;12,85;19,69;-6,84;39434;17975;0.4558;19322;-1347;46407;6969;0.1502;5673;1296
18.06.2016;'14 - 15;15,93;19,92;-3,99;39434;17110;0.4339;18023;-913;46407;6466;0.1393;5550;916
18.06.2016;'15 - 16;18,67;21,89;-3,22;39434;15310;0.3882;15710;-400;46407;6055;0.1305;5308;747
18.06.2016;'16 - 17;21,49;20,98;0,51;39434;13090;0.332;12769;321;46407;5417;0.1168;4963;454
18.06.2016;'17 - 18;23,38;22,03;1,35;39434;9944;0.2522;9399;545;46407;4792;0.1032;4488;304
18.06.2016;'18 - 19;26,53;25,99;0,54;39434;6802;0.1725;6023;779;46407;4344;0.0936;4023;321
18.06.2016;'19 - 20;27,28;21,82;5,46;39434;3565;0.0904;3144;421;46407;3676;0.0792;3654;22
18.06.2016;'20 - 21;26,83;25,64;1,19;39434;1159;0.0294;1087;72;46407;3333;0.0718;3518;-185
18.06.2016;'21 - 22;26,97;27,7;-0,73;39434;104;0.0026;94;10;46407;3374;0.0727;3665;-291
18.06.2016;'22 - 23;28;28,21;-0,21;39434;0;0;0;0;46407;3924;0.0845;3935;-11
18.06.2016;'23 - 24;24,48;23,39;1,09;39434;0;0;0;0;46407;4496;0.0968;4236;260
19.06.2016;'00 - 01;20,64;15,36;5,28;39435;0;0;0;0;46407;5131;0.1106;4490;641
19.06.2016;'01 - 02;15,16;8,9;6,26;39435;0;0;0;0;46407;5430;0.117;4856;574
19.06.2016;'02 - 03;13,04;7,76;5,28;39435;0;0;0;0;46407;5250;0.1131;5005;245
19.06.2016;'03 - 04;10,88;7,5;3,38;39435;0;0;0;0;46407;5162;0.1112;4921;241
19.06.2016;'04 - 05;15,04;8,72;6,32;39435;4;0.0001;6;-2;46407;4957;0.1068;4745;212
19.06.2016;'05 - 06;13,1;7,04;6,06;39435;278;0.0071;295;-17;46407;4891;0.1054;4531;360
19.06.2016;'06 - 07;10,16;6,07;4,09;39435;1570;0.0398;1622;-52;46407;4542;0.0979;4349;193
19.06.2016;'07 - 08;10,13;6,13;4;39435;3983;0.101;3864;119;46407;3955;0.0852;4110;-155
19.06.2016;'08 - 09;14,29;11,27;3,02;39435;6811;0.1727;6488;323;46407;3663;0.0789;3999;-336
19.06.2016;'09 - 10;16,98;12,08;4,9;39435;9469;0.2401;9198;271;46407;3742;0.0806;3943;-201
19.06.2016;'10 - 11;17,55;13,05;4,5;39435;11592;0.2939;11687;-95;46407;3844;0.0829;3919;-75
19.06.2016;'11 - 12;19,08;16,4;2,68;39435;12774;0.3239;13755;-981;46407;3640;0.0784;4030;-390
19.06.2016;'12 - 13;17,12;20,37;-3,25;39435;13536;0.3432;15243;-1707;46407;3851;0.083;4320;-469
19.06.2016;'13 - 14;11,63;16,5;-4,87;39435;14604;0.3703;16016;-1412;46407;4035;0.087;4637;-602
19.06.2016;'14 - 15;9,04;14,13;-5,09;39435;15082;0.3824;15777;-695;46407;4332;0.0933;4793;-461
19.06.2016;'15 - 16;8,9;12,05;-3,15;39435;14432;0.366;14661;-229;46407;4228;0.0911;4867;-639
19.06.2016;'16 - 17;11,79;9,54;2,25;39435;12696;0.3219;12620;76;46407;4051;0.0873;4904;-853
19.06.2016;'17 - 18;19,04;18,45;0,59;39435;9999;0.2536;9758;241;46407;3495;0.0753;4675;-1180
19.06.2016;'18 - 19;22,97;22,06;0,91;39435;6741;0.171;6420;321;46407;3093;0.0666;4076;-983
19.06.2016;'19 - 20;26,95;29,04;-2,09;39435;3622;0.0918;3407;215;46407;2796;0.0602;3427;-631
19.06.2016;'20 - 21;27,8;28,67;-0,87;39435;1229;0.0312;1185;44;46407;2170;0.0468;2809;-639
19.06.2016;'21 - 22;29,88;30,83;-0,95;39435;116;0.003;105;11;46407;1862;0.0401;2491;-629
19.06.2016;'22 - 23;29,26;32,71;-3,45;39435;0;0;0;0;46407;1953;0.0421;2345;-392
19.06.2016;'23 - 24;27,14;26,66;0,48;39435;0;0;0;0;46407;2140;0.0461;2305;-165
20.06.2016;'00 - 01;24,92;24,12;0,8;39437;0;0;0;0;46418;2487;0.0536;2199;288
