;date;hour;day_ahead_price;intraday_price;price_diff;DE_solar_generation_forecast;DE_solar_generation_actual;DE_solar_generation_error;DE_wind_generation_forecast;DE_wind_generation_actual;DE_wind_generation_error
15353;01.10.2017;'17 - 18;37;31,57;5,43;3384;3434;50;7383;7997;614
15354;01.10.2017;'18 - 19;46,13;43,92;2,21;630;530;-100;8482;9025;543
15355;01.10.2017;'19 - 20;49,9;52;-2,1;7;0;-7;10074;11626;1552
15356;01.10.2017;'20 - 21;45,98;45,45;0,53;0;0;0;11821;13921;2100
15357;01.10.2017;'21 - 22;31,95;34,87;-2,92;0;0;0;13596;15205;1609
15358;01.10.2017;'22 - 23;26,08;30,04;-3,96;0;0;0;15298;16348;1050
15359;01.10.2017;'23 - 24;13,94;17,58;-3,64;0;0;0;16844;17729;885
15360;02.10.2017;'00 - 01;18,64;16,06;2,58;0;0;0;16826;18422;1596
15361;02.10.2017;'01 - 02;12,9;14,68;-1,78;0;0;0;18134;19336;1202
15362;02.10.2017;'02 - 03;5,72;14,35;-8,63;0;0;0;19371;20534;1163
15363;02.10.2017;'03 - 04;0,34;5,94;-5,6;0;0;0;20479;21622;1143
15364;02.10.2017;'04 - 05;2,9;3,17;-0,27;0;0;0;21674;22016;342
15365;02.10.2017;'05 - 06;9,37;11,8;-2,43;0;0;0;22925;23570;645
15366;02.10.2017;'06 - 07;13,98;18,69;-4,71;0;0;0;24159;25674;1515
15367;02.10.2017;'07 - 08;21,32;23,24;-1,92;239;207;-32;25178;26727;1549
15368;02.10.2017;'08 - 09;21,38;24,59;-3,21;1781;1987;206;25538;26992;1454
15369;02.10.2017;'09 - 10;21,38;25,91;-4,53;3834;4269;435;25312;26646;1334
15370;02.10.2017;'10 - 11;20,29;26,75;-6,46;5455;6584;1129;25166;26817;1651
15371;02.10.2017;'11 - 12;25,29;24,69;0,6;6515;8077;1562;25230;26859;1629
15372;02.10.2017;'12 - 13;22,1;22,82;-0,72;7067;8766;1699;25591;26471;880
15373;02.10.2017;'13 - 14;14,82;18,41;-3,59;6741;8383;1642;25950;26819;869
15374;02.10.2017;'14 - 15;14,6;21,48;-6,88;5734;6982;1248;26210;26346;136
15375;02.10.2017;'15 - 16;19,3;25,74;-6,44;4359;5055;696;26080;25275;-805
15376;02.10.2017;'16 - 17;19,9;31,26;-11,36;2793;3328;535;25643;24399;-1244
15377;02.10.2017;'17 - 18;31,29;42,93;-11,64;1255;1500;245;24956;23356;-1600
15378;02.10.2017;'18 - 19;31,23;46,11;-14,88;214;206;-8;24137;23404;-733
15379;02.10.2017;'19 - 20;36,04;48,9;-12,86;1;0;-1;23562;23389;-173
15380;02.10.2017;'20 - 21;29,28;38,88;-9,6;0;0;0;23170;22908;-262
15381;02.10.2017;'21 - 22;22,68;33,74;-11,06;0;0;0;23034;22074;-960
15382;02.10.2017;'22 - 23;15,18;29,53;-14,35;0;0;0;22810;21055;-1755
15383;02.10.2017;'23 - 24;9,39;17,4;-8,01;0;0;0;22430;21000;-1430
15384;03.10.2017;'00 - 01;13,26;20,88;-7,62;0;0;0;20607;20814;207
15385;03.10.2017;'01 - 02;13,95;17,81;-3,86;0;0;0;19751;19992;241
15386;03.10.2017;'02 - 03;12,31;16,51;-4,2;0;0;0;18916;18333;-583
15387;03.10.2017;'03 - 04;15,09;18,73;-3,64;0;0;0;18032;17048;-984
15388;03.10.2017;'04 - 05;19,51;21,97;-2,46;0;0;0;17389;15782;-1607
15389;03.10.2017;'05 - 06;21,58;30,38;-8,8;0;0;0;16916;15466;-1450
15390;03.10.2017;'06 - 07;28,28;46,51;-18,23;0;0;0;16609;15900;-709
15391;03.10.2017;'07 - 08;31,41;45,22;-13,81;114;61;-53;16608;15994;-614
15392;03.10.2017;'08 - 09;35,95;43,07;-7,12;1288;1104;-184;16988;15581;-1407
15393;03.10.2017;'09 - 10;34,9;43,13;-8,23;3457;3284;-173;17535;16480;-1055
15394;03.10.2017;'10 - 11;32,03;41,12;-9,09;6047;6135;88;18418;17330;-1088
15395;03.10.2017;'11 - 12;32,69;40,76;-8,07;8745;8886;141;19363;19275;-88
15396;03.10.2017;'12 - 13;24,87;28,91;-4,04;10729;11391;662;20272;21006;734
15397;03.10.2017;'13 - 14;17,91;15,99;1,92;11386;12700;1314;21018;22446;1428
15398;03.10.2017;'14 - 15;11,09;5,49;5,6;11084;12558;1474;21672;23290;1618
15399;03.10.2017;'15 - 16;12,47;9,38;3,09;9649;11048;1399;21865;23187;1322
15400;03.10.2017;'16 - 17;16,63;13,05;3,58;6890;7938;1048;21480;22219;739
15401;03.10.2017;'17 - 18;27,62;22;5,62;3364;3880;516;20488;21180;692
15402;03.10.2017;'18 - 19;33,06;30,21;2,85;523;568;45;19290;19983;693
15403;03.10.2017;'19 - 20;39,54;37,57;1,97;4;0;-4;18494;20138;1644
15404;03.10.2017;'20 - 21;30,63;32,68;-2,05;0;0;0;18259;20331;2072
15405;03.10.2017;'21 - 22;30,66;32,96;-2,3;0;0;0;18481;20128;1647
15406;03.10.2017;'22 - 23;30,09;37;-6,91;0;0;0;18634;19929;1295
15407;03.10.2017;'23 - 24;22,08;28,22;-6,14;0;0;0;18574;19850;1276
15408;04.10.2017;'00 - 01;18,09;29,06;-10,97;0;0;0;18804;19096;292
15409;04.10.2017;'01 - 02;18,65;26,8;-8,15;0;0;0;18738;19163;425
15410;04.10.2017;'02 - 03;20,88;27,1;-6,22;0;0;0;18859;19162;303
15411;04.10.2017;'03 - 04;18,06;24,24;-6,18;0;0;0;18885;19020;135
15412;04.10.2017;'04 - 05;22,63;27,66;-5,03;0;0;0;18948;19456;508
15413;04.10.2017;'05 - 06;30;35,97;-5,97;0;0;0;19099;19792;693
15414;04.10.2017;'06 - 07;45,22;42,98;2,24;0;0;0;19537;20898;1361
15415;04.10.2017;'07 - 08;54,61;52,21;2,4;199;172;-27;20194;21838;1644
15416;04.10.2017;'08 - 09;55,93;46,43;9,5;2006;2295;289;20854;22400;1546
15417;04.10.2017;'09 - 10;44,2;37,92;6,28;5131;5490;359;21724;22718;994
15418;04.10.2017;'10 - 11;35,34;30,84;4,5;8167;7960;-207;23263;23920;657
15419;04.10.2017;'11 - 12;31,17;29,71;1,46;10576;10481;-95;25358;25790;432
15420;04.10.2017;'12 - 13;22,8;23,66;-0,86;11919;11624;-295;27343;28236;893
15421;04.10.2017;'13 - 14;19,96;14,49;5,47;11953;10924;-1029;28857;29702;845
15422;04.10.2017;'14 - 15;22,77;12,87;9,9;10871;9464;-1407;29749;30602;853
15423;04.10.2017;'15 - 16;25;17,89;7,11;8781;7831;-950;29799;30432;633
15424;04.10.2017;'16 - 17;25,06;16,63;8,43;5840;5429;-411;29316;30708;1392
15425;04.10.2017;'17 - 18;33,06;18,39;14,67;2571;2314;-257;28577;30240;1663
15426;04.10.2017;'18 - 19;33,8;21,8;12;365;282;-83;27998;30160;2162
15427;04.10.2017;'19 - 20;35,93;23,79;12,14;2;0;-2;27946;30486;2540
15428;04.10.2017;'20 - 21;30,26;22,38;7,88;0;0;0;28203;31917;3714
15429;04.10.2017;'21 - 22;22,1;13,1;9;0;0;0;28643;32700;4057
15430;04.10.2017;'22 - 23;20,62;12,02;8,6;0;0;0;29213;32130;2917
15431;04.10.2017;'23 - 24;0,49;-1,65;2,14;0;0;0;29609;31486;1877
15432;05.10.2017;'00 - 01;4,09;-1,26;5,35;0;0;0;28122;30056;1934
15433;05.10.2017;'01 - 02;2,09;-3,73;5,82;0;0;0;27824;28904;1080
15434;05.10.2017;'02 - 03;1,8;2,22;-0,42;0;0;0;27703;28945;1242
15435;05.10.2017;'03 - 04;8,91;8,75;0,16;0;0;0;27444;27851;407
15436;05.10.2017;'04 - 05;12,46;10,7;1,76;0;0;0;27273;26979;-294
15437;05.10.2017;'05 - 06;16,98;12,76;4,22;0;0;0;27403;26693;-710
15438;05.10.2017;'06 - 07;31,31;29,35;1,96;0;0;0;28097;26768;-1329
15439;05.10.2017;'07 - 08;35,84;41,4;-5,56;136;90;-46;29360;27176;-2184
15440;05.10.2017;'08 - 09;41,92;47,03;-5,11;1601;1519;-82;30647;28835;-1812
15441;05.10.2017;'09 - 10;31,04;35,83;-4,79;4199;4382;183;31800;30859;-941
15442;05.10.2017;'10 - 11;24,98;25,73;-0,75;6739;7210;471;33225;33749;524
15443;05.10.2017;'11 - 12;20,44;7,9;12,54;8616;9593;977;34299;36166;1867
15444;05.10.2017;'12 - 13;9,71;-8,51;18,22;9554;11075;1521;35209;37283;2074
15445;05.10.2017;'13 - 14;12,18;-20,18;32,36;9425;10804;1379;36409;37724;1315
15446;05.10.2017;'14 - 15;10,81;-15,91;26,72;8445;9650;1205;37057;36855;-202
15447;05.10.2017;'15 - 16;10,84;-3,83;14,67;6749;8434;1685;37169;34646;-2523
15448;05.10.2017;'16 - 17;10,89;6,39;4,5;4369;5264;895;36473;33264;-3209
15449;05.10.2017;'17 - 18;14,68;15,18;-0,5;1858;2010;152;35102;32429;-2673
15450;05.10.2017;'18 - 19;25;29,8;-4,8;265;254;-11;33452;31782;-1670
15451;05.10.2017;'19 - 20;29,96;30,24;-0,28;0;0;0;31879;30672;-1207
15452;05.10.2017;'20 - 21;26,08;27,98;-1,9;0;0;0;30628;30086;-542
15453;05.10.2017;'21 - 22;27,96;20,73;7,23;0;0;0;29576;30020;444
15454;05.10.2017;'22 - 23;10,84;11,52;-0,68;0;0;0;28882;29500;618
15455;05.10.2017;'23 - 24;11,81;13,04;-1,23;0;0;0;28374;28815;441
15456;06.10.2017;'00 - 01;0,95;11,74;-10,79;0;0;0;27878;27970;92
15457;06.10.2017;'01 - 02;9,88;13,95;-4,07;0;0;0;27468;27179;-289
15458;06.10.2017;'02 - 03;3,23;12,41;-9,18;0;0;0;27342;26788;-554
15459;06.10.2017;'03 - 04;0,43;10,41;-9,98;0;0;0;27153;26475;-678
15460;06.10.2017;'04 - 05;4,46;12,56;-8,1;0;0;0;27037;25977;-1060
15461;06.10.2017;'05 - 06;10,78;19,74;-8,96;0;0;0;26924;26062;-862
15462;06.10.2017;'06 - 07;31,08;38,09;-7,01;0;0;0;26779;26616;-163
15463;06.10.2017;'07 - 08;37,87;39,43;-1,56;135;115;-20;26504;26432;-72
15464;06.10.2017;'08 - 09;34,94;35,59;-0,65;1571;1790;219;26227;25706;-521
15465;06.10.2017;'09 - 10;33,98;35,62;-1,64;4255;4682;427;26134;25377;-757
15466;06.10.2017;'10 - 11;32,95;35,93;-2,98;6751;7191;440;26227;25107;-1120
15467;06.10.2017;'11 - 12;32,95;34,98;-2,03;8627;8764;137;26121;25812;-309
15468;06.10.2017;'12 - 13;32,13;34,89;-2,76;9568;9606;38;25744;26285;541
15469;06.10.2017;'13 - 14;30,35;32,96;-2,61;9687;9988;301;25299;26937;1638
15470;06.10.2017;'14 - 15;29,45;31,38;-1,93;9039;9574;535;24966;26617;1651
15471;06.10.2017;'15 - 16;29,28;30,74;-1,46;7594;8197;603;24623;25709;1086
15472;06.10.2017;'16 - 17;32,41;31,49;0,92;5255;5698;443;24019;24792;773
15473;06.10.2017;'17 - 18;36,9;33,88;3,02;2361;2460;99;22895;23724;829
15474;06.10.2017;'18 - 19;46,92;39,03;7,89;324;301;-23;21684;22280;596
15475;06.10.2017;'19 - 20;48,52;45,55;2,97;1;0;-1;20891;21984;1093
15476;06.10.2017;'20 - 21;42,04;36,51;5,53;0;0;0;20313;21764;1451
15477;06.10.2017;'21 - 22;35,1;32;3,1;0;0;0;19722;21500;1778
15478;06.10.2017;'22 - 23;30,6;29,28;1,32;0;0;0;19248;20276;1028
15479;06.10.2017;'23 - 24;26,87;29,52;-2,65;0;0;0;18958;19739;781
15480;07.10.2017;'00 - 01;13,85;16,22;-2,37;0;0;0;18444;19756;1312
15481;07.10.2017;'01 - 02;11,85;10,51;1,34;0;0;0;18278;19148;870
15482;07.10.2017;'02 - 03;10,72;10,73;-0,01;0;0;0;18376;18142;-234
15483;07.10.2017;'03 - 04;11,04;12,41;-1,37;0;0;0;18401;18527;126
15484;07.10.2017;'04 - 05;9;14,89;-5,89;0;0;0;18455;19313;858
15485;07.10.2017;'05 - 06;8,94;11,85;-2,91;0;0;0;18458;18932;474
15486;07.10.2017;'06 - 07;10,94;13,17;-2,23;0;0;0;18410;19764;1354
15487;07.10.2017;'07 - 08;12,21;9,49;2,72;84;71;-13;18489;20431;1942
15488;07.10.2017;'08 - 09;24,92;14,02;10,9;1117;1422;305;18981;21532;2551
15489;07.10.2017;'09 - 10;17,39;2,43;14,96;3269;3946;677;19958;22510;2552
15490;07.10.2017;'10 - 11;10,77;-0,06;10,83;5514;6366;852;21535;24387;2852
15491;07.10.2017;'11 - 12;11,21;-0,16;11,37;7198;8417;1219;23511;27091;3580
15492;07.10.2017;'12 - 13;3,57;-6,85;10,42;7916;8704;788;25577;29310;3733
15493;07.10.2017;'13 - 14;0;-8,06;8,06;7457;7864;407;27403;30920;3517
15494;07.10.2017;'14 - 15;-0,95;-5,9;4,95;6273;6727;454;28804;31825;3021
15495;07.10.2017;'15 - 16;-1,35;-3,39;2,04;4634;5063;429;29528;32521;2993
15496;07.10.2017;'16 - 17;-0,94;0,54;-1,48;2788;2778;-10;30168;33658;3490
15497;07.10.2017;'17 - 18;0,89;7,24;-6,35;1073;914;-159;30577;33936;3359
15498;07.10.2017;'18 - 19;8,3;10,41;-2,11;124;56;-68;30810;33952;3142
15499;07.10.2017;'19 - 20;10,12;10,82;-0,7;0;0;0;31207;34044;2837
15500;07.10.2017;'20 - 21;2,53;5,96;-3,43;0;0;0;31365;33526;2161
15501;07.10.2017;'21 - 22;3,08;3,91;-0,83;0;0;0;31013;32071;1058
15502;07.10.2017;'22 - 23;2,59;5,82;-3,23;0;0;0;30149;30179;30
15503;07.10.2017;'23 - 24;0,47;5,4;-4,93;0;0;0;28866;28891;25
15504;08.10.2017;'00 - 01;-0,96;5,75;-6,71;0;0;0;26522;26740;218
15505;08.10.2017;'01 - 02;-2,37;4,23;-6,6;0;0;0;25071;24434;-637
15506;08.10.2017;'02 - 03;-0,03;4,22;-4,25;0;0;0;23757;22786;-971
15507;08.10.2017;'03 - 04;-0,96;1,77;-2,73;0;0;0;22426;21941;-485
15508;08.10.2017;'04 - 05;-0,08;1,62;-1,7;0;0;0;21211;20619;-592
15509;08.10.2017;'05 - 06;8,76;4,33;4,43;0;0;0;19733;19144;-589
15510;08.10.2017;'06 - 07;2,52;7,34;-4,82;0;0;0;17841;18137;296
15511;08.10.2017;'07 - 08;12,19;8,64;3,55;50;35;-15;15926;16754;828
15512;08.10.2017;'08 - 09;27,97;21,46;6,51;829;913;84;14174;14985;811
15513;08.10.2017;'09 - 10;29,67;25,81;3,86;2504;3093;589;12659;12688;29
15514;08.10.2017;'10 - 11;32,48;28,24;4,24;4574;5674;1100;11589;11533;-56
15515;08.10.2017;'11 - 12;38,28;32,77;5,51;6592;7754;1162;11229;11326;97
15516;08.10.2017;'12 - 13;30,21;28,87;1,34;8096;9153;1057;11354;12088;734
15517;08.10.2017;'13 - 14;28,03;26,65;1,38;8730;9558;828;11621;12490;869
15518;08.10.2017;'14 - 15;26,26;24,45;1,81;8540;9146;606;11848;12850;1002
15519;08.10.2017;'15 - 16;21,85;22,8;-0,95;7308;7826;518;11660;12928;1268
15520;08.10.2017;'16 - 17;27,44;27,78;-0,34;4868;5413;545;11028;12453;1425
15521;08.10.2017;'17 - 18;32,46;31,89;0,57;2008;2251;243;10011;10499;488
15522;08.10.2017;'18 - 19;40,05;43,48;-3,43;224;188;-36;9094;8848;-246
15523;08.10.2017;'19 - 20;47,97;49,21;-1,24;0;0;0;8555;8339;-216
15524;08.10.2017;'20 - 21;43,92;46,12;-2,2;0;0;0;8160;8006;-154
15525;08.10.2017;'21 - 22;40,94;40,36;0,58;0;0;0;7786;7658;-128
15526;08.10.2017;'22 - 23;40,95;38,49;2,46;0;0;0;7410;7122;-288
15527;08.10.2017;'23 - 24;35,25;32,55;2,7;0;0;0;7055;6631;-424
15528;09.10.2017;'00 - 01;32,06;29,64;2,42;0;0;0;5270;6466;1196
15529;09.10.2017;'01 - 02;30,64;28,31;2,33;0;0;0;5142;6564;1422
15530;09.10.2017;'02 - 03;30,02;25,91;4,11;0;0;0;5196;6431;1235
15531;09.10.2017;'03 - 04;30,09;26,28;3,81;0;0;0;5318;6658;1340
15532;09.10.2017;'04 - 05;30,01;28,77;1,24;0;0;0;5455;6820;1365
15533;09.10.2017;'05 - 06;32;31,22;0,78;0;0;0;5564;6824;1260
15534;09.10.2017;'06 - 07;42,98;41,79;1,19;0;0;0;5580;6892;1312
15535;09.10.2017;'07 - 08;51,48;52,64;-1,16;102;91;-11;5469;7034;1565
15536;09.10.2017;'08 - 09;54,75;55,44;-0,69;1593;1686;93;5121;6726;1605
15537;09.10.2017;'09 - 10;51,14;47,05;4,09;4352;4762;410;4547;5604;1057
15538;09.10.2017;'10 - 11;51,14;44,37;6,77;6945;7895;950;4174;4742;568
15539;09.10.2017;'11 - 12;47,12;42,06;5,06;8839;10376;1537;4446;5463;1017
15540;09.10.2017;'12 - 13;41,21;35,34;5,87;9737;11399;1662;5123;6813;1690
15541;09.10.2017;'13 - 14;39,94;34,82;5,12;9425;10730;1305;5822;7970;2148
15542;09.10.2017;'14 - 15;40,06;35,2;4,86;8269;9262;993;6169;8062;1893
15543;09.10.2017;'15 - 16;41,41;37,74;3,67;6407;6884;477;6058;7416;1358
15544;09.10.2017;'16 - 17;43,79;40,16;3,63;4006;4035;29;5623;6547;924
15545;09.10.2017;'17 - 18;50,52;47,47;3,05;1516;1489;-27;5233;5755;522
15546;09.10.2017;'18 - 19;59,83;57,11;2,72;158;102;-56;5090;5592;502
15547;09.10.2017;'19 - 20;62,01;60,12;1,89;0;0;0;5191;6035;844
15548;09.10.2017;'20 - 21;46,36;47,5;-1,14;0;0;0;5390;6902;1512
15549;09.10.2017;'21 - 22;38,58;39,11;-0,53;0;0;0;5680;7568;1888
15550;09.10.2017;'22 - 23;37,22;36,97;0,25;0;0;0;6018;8205;2187
15551;09.10.2017;'23 - 24;32,93;31,77;1,16;0;0;0;6345;8244;1899
15552;10.10.2017;'00 - 01;30,22;32,19;-1,97;0;0;0;7600;8251;651
15553;10.10.2017;'01 - 02;29,96;31,63;-1,67;0;0;0;7871;8224;353
15554;10.10.2017;'02 - 03;30,19;32,69;-2,5;0;0;0;8221;8089;-132
15555;10.10.2017;'03 - 04;30;32,31;-2,31;0;0;0;8443;7664;-779
15556;10.10.2017;'04 - 05;30,74;32,05;-1,31;0;0;0;8702;7840;-862
15557;10.10.2017;'05 - 06;31,79;33,08;-1,29;0;0;0;8792;7779;-1013
15558;10.10.2017;'06 - 07;37,78;42,82;-5,04;0;0;0;8830;7993;-837
15559;10.10.2017;'07 - 08;48,85;56,98;-8,13;42;23;-19;9058;7966;-1092
15560;10.10.2017;'08 - 09;56,94;66,27;-9,33;700;680;-20;9701;8183;-1518
15561;10.10.2017;'09 - 10;55,61;70,79;-15,18;2213;2330;117;10862;8755;-2107
15562;10.10.2017;'10 - 11;43,07;59,76;-16,69;3780;4182;402;12284;9832;-2452
15563;10.10.2017;'11 - 12;42,36;49,32;-6,96;4973;5502;529;13973;11198;-2775
15564;10.10.2017;'12 - 13;40;44,43;-4,43;5553;6406;853;15729;13254;-2475
15565;10.10.2017;'13 - 14;38,3;41,56;-3,26;5328;6462;1134;17171;14684;-2487
15566;10.10.2017;'14 - 15;37,24;40,04;-2,8;4566;4958;392;18062;14997;-3065
15567;10.10.2017;'15 - 16;35,89;50,78;-14,89;3390;3352;-38;18133;15378;-2755
15568;10.10.2017;'16 - 17;35,37;43,99;-8,62;1988;1912;-76;18051;16206;-1845
15569;10.10.2017;'17 - 18;36,82;42,56;-5,74;728;763;35;17958;16470;-1488
15570;10.10.2017;'18 - 19;39,9;48,6;-8,7;82;64;-18;17893;17475;-418
15571;10.10.2017;'19 - 20;42,92;45,63;-2,71;0;0;0;18160;18323;163
15572;10.10.2017;'20 - 21;35,46;37,81;-2,35;0;0;0;18492;19501;1009
15573;10.10.2017;'21 - 22;33,03;33,75;-0,72;0;0;0;18693;20502;1809
15574;10.10.2017;'22 - 23;30,51;28,6;1,91;0;0;0;18526;20312;1786
15575;10.10.2017;'23 - 24;22,76;23,21;-0,45;0;0;0;18118;20370;2252
15576;11.10.2017;'00 - 01;22,04;16,32;5,72;0;0;0;17596;19706;2110
15577;11.10.2017;'01 - 02;21,31;14,9;6,41;0;0;0;16665;19009;2344
15578;11.10.2017;'02 - 03;22,79;17,26;5,53;0;0;0;16195;19055;2860
15579;11.10.2017;'03 - 04;23,09;16,1;6,99;0;0;0;16047;19071;3024
15580;11.10.2017;'04 - 05;27,05;19,06;7,99;0;0;0;16108;19620;3512
15581;11.10.2017;'05 - 06;29,83;19,82;10,01;0;0;0;16451;20218;3767
15582;11.10.2017;'06 - 07;38,93;27,5;11,43;0;0;0;17128;21137;4009
15583;11.10.2017;'07 - 08;47;31,88;15,12;50;45;-5;18056;20949;2893
15584;11.10.2017;'08 - 09;49,93;41,29;8,64;1019;1165;146;18892;21346;2454
15585;11.10.2017;'09 - 10;43,81;36,2;7,61;3301;3785;484;19606;21596;1990
15586;11.10.2017;'10 - 11;41;33,97;7,03;5786;6643;857;20603;22370;1767
15587;11.10.2017;'11 - 12;38,91;32,35;6,56;7869;9237;1368;21649;23232;1583
15588;11.10.2017;'12 - 13;31,89;26,63;5,26;9089;10172;1083;22374;23928;1554
15589;11.10.2017;'13 - 14;31,81;27,15;4,66;9193;9519;326;22657;24333;1676
15590;11.10.2017;'14 - 15;30,54;29,44;1,1;8432;8452;20;22491;23314;823
15591;11.10.2017;'15 - 16;31,7;33,11;-1,41;6861;7114;253;21743;21905;162
15592;11.10.2017;'16 - 17;36,35;38,42;-2,07;4483;4811;328;20725;21461;736
15593;11.10.2017;'17 - 18;41,18;41,69;-0,51;1741;1954;213;19987;20930;943
15594;11.10.2017;'18 - 19;42,98;43,65;-0,67;163;140;-23;19724;21030;1306
15595;11.10.2017;'19 - 20;46,49;46,75;-0,26;0;0;0;19955;21176;1221
15596;11.10.2017;'20 - 21;39,9;38,51;1,39;0;0;0;20492;21685;1193
15597;11.10.2017;'21 - 22;31,93;29,46;2,47;0;0;0;21327;22246;919
15598;11.10.2017;'22 - 23;29,58;27,44;2,14;0;0;0;22178;21736;-442
15599;11.10.2017;'23 - 24;22,09;25,47;-3,38;0;0;0;22932;22337;-595
15600;12.10.2017;'00 - 01;13,32;23,42;-10,1;0;0;0;23469;22958;-511
15601;12.10.2017;'01 - 02;12,66;21,26;-8,6;0;0;0;24043;23983;-60
15602;12.10.2017;'02 - 03;12,67;17,87;-5,2;0;0;0;25140;25458;318
15603;12.10.2017;'03 - 04;9,7;13,11;-3,41;0;0;0;26180;27051;871
15604;12.10.2017;'04 - 05;10,28;9,09;1,19;0;0;0;27144;27515;371
15605;12.10.2017;'05 - 06;11,17;11,74;-0,57;0;0;0;27756;27952;196
15606;12.10.2017;'06 - 07;28,04;24,54;3,5;0;0;0;28009;29482;1473
15607;12.10.2017;'07 - 08;38,09;32,24;5,85;66;50;-16;28380;30250;1870
15608;12.10.2017;'08 - 09;36,99;30,65;6,34;1548;1603;55;28839;29466;627
15609;12.10.2017;'09 - 10;30,54;24,99;5,55;4842;5073;231;29252;29148;-104
15610;12.10.2017;'10 - 11;21,49;14,73;6,76;8166;8460;294;29808;30056;248
15611;12.10.2017;'11 - 12;17,52;13,63;3,89;10776;10907;131;30645;30901;256
15612;12.10.2017;'12 - 13;12,78;11,19;1,59;12168;11653;-515;31261;31530;269
15613;12.10.2017;'13 - 14;13,54;14,17;-0,63;11910;11778;-132;31465;31691;226
15614;12.10.2017;'14 - 15;15,12;16,99;-1,87;10508;11110;602;31177;30622;-555
15615;12.10.2017;'15 - 16;21,62;23,61;-1,99;8282;9186;904;30083;29622;-461
15616;12.10.2017;'16 - 17;26,04;27,28;-1,24;5271;6054;783;28329;27503;-826
15617;12.10.2017;'17 - 18;34,93;36,85;-1,92;1923;2452;529;26161;23987;-2174
15618;12.10.2017;'18 - 19;42,05;45,05;-3;155;161;6;23623;21498;-2125
15619;12.10.2017;'19 - 20;46,32;50,59;-4,27;0;0;0;21552;20380;-1172
15620;12.10.2017;'20 - 21;40,98;44,55;-3,57;0;0;0;19880;20763;883
15621;12.10.2017;'21 - 22;42,94;41,33;1,61;0;0;0;18476;20387;1911
15622;12.10.2017;'22 - 23;38,96;34,36;4,6;0;0;0;17062;19083;2021
15623;12.10.2017;'23 - 24;31,37;25,83;5,54;0;0;0;15796;18333;2537
15624;13.10.2017;'00 - 01;30,53;27,66;2,87;0;0;0;15477;17520;2043
15625;13.10.2017;'01 - 02;29,38;27,27;2,11;0;0;0;14704;16736;2032
15626;13.10.2017;'02 - 03;28,34;28,24;0,1;0;0;0;14033;16051;2018
15627;13.10.2017;'03 - 04;28,46;27,95;0,51;0;0;0;13230;14766;1536
15628;13.10.2017;'04 - 05;29,03;28,37;0,66;0;0;0;12602;13995;1393
15629;13.10.2017;'05 - 06;31,47;31,79;-0,32;0;0;0;12110;13621;1511
15630;13.10.2017;'06 - 07;43,08;44,34;-1,26;0;0;0;11602;12914;1312
15631;13.10.2017;'07 - 08;59,93;59,1;0,83;56;57;1;11039;12195;1156
15632;13.10.2017;'08 - 09;64,82;63,25;1,57;1630;1802;172;10355;11748;1393
15633;13.10.2017;'09 - 10;50,81;50,07;0,74;5213;5410;197;9552;10584;1032
15634;13.10.2017;'10 - 11;46,46;45,37;1,09;8854;9598;744;8996;9477;481
15635;13.10.2017;'11 - 12;44,4;44,29;0,11;11699;13201;1502;9226;9500;274
15636;13.10.2017;'12 - 13;38,03;37,77;0,26;13272;15035;1763;10116;10689;573
15637;13.10.2017;'13 - 14;33,49;33,19;0,3;13369;14552;1183;11048;11923;875
15638;13.10.2017;'14 - 15;31,29;34,37;-3,08;12145;12938;793;11555;12436;881
15639;13.10.2017;'15 - 16;34,72;37,89;-3,17;9670;10128;458;11362;12115;753
15640;13.10.2017;'16 - 17;36,99;40,72;-3,73;6113;6338;225;10851;10873;22
15641;13.10.2017;'17 - 18;46,45;50,14;-3,69;2221;2346;125;10483;10028;-455
15642;13.10.2017;'18 - 19;55,9;65,46;-9,56;174;120;-54;10654;10552;-102
15643;13.10.2017;'19 - 20;49,9;65,3;-15,4;0;0;0;11240;11370;130
15644;13.10.2017;'20 - 21;39,27;45,16;-5,89;0;0;0;11949;12521;572
15645;13.10.2017;'21 - 22;35,21;41,06;-5,85;0;0;0;12741;13378;637
15646;13.10.2017;'22 - 23;31,66;38,5;-6,84;0;0;0;13508;13787;279
15647;13.10.2017;'23 - 24;29,63;38,35;-8,72;0;0;0;14090;14311;221
15648;14.10.2017;'00 - 01;28;32,17;-4,17;0;0;0;13998;14498;500
15649;14.10.2017;'01 - 02;26,99;31,67;-4,68;0;0;0;14164;14384;220
15650;14.10.2017;'02 - 03;27,41;31,69;-4,28;0;0;0;14377;14592;215
15651;14.10.2017;'03 - 04;26,4;31,11;-4,71;0;0;0;14391;14617;226
15652;14.10.2017;'04 - 05;26,17;31,28;-5,11;0;0;0;14389;14314;-75
15653;14.10.2017;'05 - 06;26,1;31,35;-5,25;0;0;0;14377;14392;15
15654;14.10.2017;'06 - 07;28;33,74;-5,74;0;0;0;14369;14804;435
15655;14.10.2017;'07 - 08;33,99;43,65;-9,66;59;43;-16;14315;14876;561
15656;14.10.2017;'08 - 09;39,42;46,25;-6,83;1946;1843;-103;14139;14741;602
15657;14.10.2017;'09 - 10;35,95;41,16;-5,21;6244;6083;-161;13831;14249;418
15658;14.10.2017;'10 - 11;28,04;31,01;-2,97;10659;11075;416;13631;13563;-68
